// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
4,19623,1
4,19624,1
4,19625,1
4,19627,1
4,19628,1
4,19629,1
4,19630,1
4,19631,1
4,19632,1
4,19633,1
4,19634,1
4,19635,1
4,19636,1
4,19637,1
4,19638,1
4,19639,1
4,19640,1
4,19641,1
4,19642,1
4,19643,1
4,19644,1
4,19645,1
4,19646,1
4,19647,1
4,19648,1
4,19649,1
4,19650,1
4,19651,1
4,19652,1
4,19653,1
4,19654,1
4,19655,1
4,19656,1
4,19657,1
4,19658,1
4,19659,1
4,19660,1
4,19661,1
4,19662,1
4,19663,1
4,19664,1
4,19665,1
4,19666,1
4,19667,1
4,19668,1
4,19669,1
4,19670,1
4,19671,1
4,19676,1
4,19677,1
4,19678,1
4,19682,1
4,19685,1
4,19686,1
4,19687,1
4,19689,1
4,19690,1
4,19695,1
4,19696,1
4,19697,1
4,19701,1
4,19702,1
4,19706,1
4,19707,1
4,19708,1
4,19709,1
4,19710,1
4,19712,1
4,19713,1
4,19714,1
4,19715,1
4,19716,1
4,19717,1
4,19718,1
4,19719,1
4,19720,1
4,19721,1
4,19722,1
4,19723,1
4,19724,1
4,19725,1
4,19726,1
4,19727,1
4,19728,1
4,19729,1
4,19730,1
4,19731,1
4,19732,1
4,19733,1
4,19734,1
4,19735,1
4,19736,1
4,19737,1
4,19738,1
4,19739,1
4,19741,1
4,19742,1
4,19743,1
4,19744,1
4,19745,1
4,19746,1
4,19747,1
4,19748,1
4,19749,1
4,19750,1
4,19751,1
4,19752,1
4,19753,1
4,19754,1
4,19755,1
4,19756,1
4,19757,1
4,19758,1
4,19759,1
4,19760,1
4,19761,1
4,19762,1
4,19763,1
4,19764,1
4,19765,1
4,19767,1
4,19768,1
4,19772,1
4,19775,1
4,19777,1
4,19778,1
4,19779,1
4,19780,1
4,19781,1
4,19782,1
4,19783,1
4,19784,1
4,19785,1
4,19786,1
4,19789,1
4,19790,1
4,19791,1
4,19792,1
4,19793,1
4,19794,1
4,19795,1
4,19796,1
4,19797,1
4,19798,1
4,19799,1
4,19800,1
4,19821,1
4,19823,1
4,19824,1
4,19825,1
4,19826,1
4,19827,1
4,19828,1
4,19829,1
4,19830,1
4,19831,1
4,19832,1
4,19833,1
4,19834,1
4,19835,1
4,19836,1
4,19839,1
4,19841,1
4,19842,1
4,19843,1
4,19844,1
4,19845,1
4,19846,1
4,19847,1
4,19848,1
4,19849,1
4,19850,1
4,19851,1
4,19852,1
4,19853,1
4,19854,1
4,19856,1
4,19857,1
4,19858,1
4,19859,1
4,19860,1
4,19861,1
4,19862,1
4,19863,1
4,19864,1
4,19865,1
4,19871,1
4,19876,1
4,19878,1
4,19882,1
4,19883,1
4,19884,1
4,19885,1
4,19886,1
4,19887,1
4,19888,1
4,19889,1
4,19902,1
4,19903,1
4,19910,1
4,19913,1
4,19914,1
4,19916,1
4,19917,1
4,19918,1
4,19919,1
4,19920,1
4,19922,1
4,19925,1
4,19928,1
4,19929,1
4,19930,1
4,19931,1
4,19932,1
4,19934,1
4,19935,1
4,19936,1
4,19937,1
4,19938,1
4,19939,1
4,19941,1
4,19949,1
4,19952,1
4,19953,1
4,19954,1
4,19955,1
4,19956,1
4,19957,1
4,19958,1
4,19959,1
4,19960,1
4,19961,1
4,19962,1
4,19963,1
4,19964,1
4,19965,1
4,19966,1
4,19967,1
4,19968,1
4,19969,1
4,19970,1
4,19971,1
4,19972,1
4,19973,1
4,19974,1
4,19976,1
4,19977,1
4,19978,1
4,19979,1
4,19980,1
4,19982,1
4,19983,1
4,19984,1
4,19985,1
4,19986,1
4,19987,1
4,19988,1
4,19989,1
4,19990,1
4,19991,1
4,19992,1
4,19994,1
4,19997,1
4,19998,1
4,19996,1
4,19999,1
4,20000,1
4,20001,1
4,20002,1
4,20003,1
4,20004,1
4,20005,1
4,20006,1
4,20007,1
4,20008,1
4,20009,1
4,20010,1
4,20011,1
4,20012,1
4,20013,1
4,20014,1
4,20015,1
4,20016,1
4,20017,1
4,20018,1
4,20019,1
4,20020,1
4,20021,1
4,20022,1
4,20023,1
4,20024,1
4,20025,1
4,20026,1
4,20027,1
4,20028,1
4,20029,1
4,20030,1
4,20031,1
4,20032,1
4,20033,1
4,20034,1
4,20035,1
4,20036,1
4,20037,1
4,20038,1
4,20039,1
4,20040,1
4,20041,1
4,20042,1
4,20043,1
4,20044,1
4,20045,1
4,20046,1
4,20047,1
4,20048,1
4,20049,1
4,20050,1
4,20051,1
4,20052,1
4,20053,1
4,20054,1
4,20055,1
4,20056,1
4,20057,1
4,20058,1
4,20059,1
4,20060,1
4,20061,1
4,20062,1
4,20063,1
4,20064,1
4,20065,1
4,20066,1
4,20067,1
4,20068,1
4,20069,1
4,20070,1
4,20071,1
4,20073,1
4,20074,1
4,20075,1
4,20076,1
4,20077,1
4,20078,1
4,20079,1
4,20080,1
4,20081,1
4,20082,1
4,20083,1
4,20084,1
4,20085,1
4,20086,1
4,20087,1
4,20088,1
4,20089,1
4,20090,1
4,20091,1
4,20092,1
4,20093,1
4,20094,1
4,20095,1
4,20096,1
4,20097,1
4,20098,1
4,20099,1
4,20100,1
4,20101,1
4,20102,1
4,20103,1
4,20104,1
4,20105,1
4,20106,1
4,20107,1
4,20108,1
4,20109,1
4,20110,1
4,20111,1
4,20112,1
4,20113,1
4,20114,1
4,20115,1
4,20116,1
4,20117,1
4,20118,1
4,20119,1
4,20120,1
4,20121,1
4,20122,1
4,20123,1
4,20124,1
4,20125,1
4,20126,1
4,20127,1
4,20128,1
4,20129,1
4,20130,1
4,20131,1
4,20132,1
4,20133,1
4,20134,1
4,20135,1
4,20136,1
4,20137,1
4,20138,1
4,20139,1
4,20140,1
4,20141,1
4,20142,1
4,20143,1
4,20144,1
4,20145,1
4,20146,1
4,20147,1
4,20148,1
4,20149,1
4,20150,1
4,20151,1
4,20152,1
4,20153,1
4,20154,1
4,20155,1
4,20156,1
4,20157,1
4,20158,1
4,20159,1
4,20160,1
4,20161,1
4,20162,1
4,20163,1
4,20164,1
4,20165,1
4,20166,1
4,20167,1
4,20168,1
4,20169,1
4,20170,1
4,20171,1
4,20172,1
4,20173,1
4,20174,1
4,20175,1
4,20176,1
4,20177,1
4,20178,1
4,20179,1
4,20180,1
4,20181,1
4,20182,1
4,20183,1
4,20184,1
4,20185,1
4,20186,1
4,20187,1
4,20188,1
4,20189,1
4,20190,1
4,20191,1
4,20192,1
4,20193,1
4,20194,1
4,20195,1
4,20196,1
4,20197,1
4,20198,1
4,20199,1
4,20200,1
4,20201,1
4,20202,1
4,20203,1
4,20204,1
4,20205,1
4,20206,1
4,20207,1
4,20208,1
4,20209,1
4,20210,1
4,20211,1
4,20212,1
4,20213,1
4,20214,1
4,20215,1
4,20216,1
4,20217,1
4,20218,1
4,20219,1
4,20220,1
4,20221,1
4,20222,1
4,20223,1
4,20224,1
4,20225,1
4,20226,1
4,20227,1
4,20228,1
4,20230,1
4,20231,1
4,20232,1
4,20233,1
4,20234,1
4,20235,1
4,20236,1
4,20237,1
4,20238,1
4,20239,1
4,20240,1
4,20241,1
4,20242,1
4,20243,1
4,20244,1
4,20245,1
4,20246,1
4,20247,1
4,20248,1
4,20249,1
4,20250,1
4,20251,1
4,20252,1
4,20253,1
4,20254,1
4,20255,1
4,20256,1
4,20257,1
4,20258,1
4,20259,1
4,20260,1
4,20262,1
4,20263,1
4,20264,1
4,20265,1
4,20266,1
4,20267,1
4,20268,1
4,20269,1
4,20270,1
4,20271,1
4,20272,1
4,20273,1
4,20274,1
4,20277,1
4,20278,1
4,20279,1
4,20280,1
4,20281,1
4,20282,1
4,20283,1
4,20284,1
4,20285,1
4,20286,1
4,20287,1
4,20288,1
4,20291,1
4,20292,1
4,20293,1
4,20294,1
4,20295,1
4,20296,1
4,20297,1
4,20298,1
4,20299,1
4,20300,1
4,20301,1
4,20302,1
4,20303,1
4,20304,1
4,20307,1
4,20311,1
4,20312,1
4,20313,1
4,20314,1
4,20315,1
4,20316,1
4,20317,1
4,20318,1
4,20319,1
4,20320,1
4,20321,1
4,20322,1
4,20323,1
4,20324,1
4,20325,1
4,20326,1
4,20327,1
4,20328,1
4,20329,1
4,20330,1
4,20331,1
4,20332,1
4,20333,1
4,20334,1
4,20335,1
4,20338,1
4,20339,1
4,20340,1
4,20341,1
4,20342,1
4,20345,1
4,20346,1
4,20347,1
4,20348,1
4,20350,1
4,20351,1
4,20352,1
4,20353,1
4,20354,1
4,20355,1
4,20356,1
4,20357,1
4,20358,1
4,20359,1
4,20360,1
4,20361,1
4,20362,1
4,20363,1
4,20364,1
4,20365,1
4,20366,1
4,20367,1
4,20368,1
4,20369,1
4,20370,1
4,20371,1
4,20372,1
4,20373,1
4,20374,1
4,20375,1
4,20376,1
4,20377,1
4,20378,1
4,20379,1
4,20380,1
4,20381,1
4,20382,1
4,20383,1
4,20384,1
4,20386,1
4,20392,1
4,20393,1
4,20394,1
4,20396,1
4,20397,1
4,20398,1
4,20399,1
4,20400,1
4,20401,1
4,20402,1
4,20403,1
4,20404,1
4,20405,1
4,20406,1
4,20407,1
4,20408,1
4,20409,1
4,20416,1
4,20417,1
4,20418,1
4,20419,1
4,20420,1
4,20421,1
4,20422,1
4,20423,1
4,20424,1
4,20425,1
4,20426,1
4,20427,1
4,20428,1
4,20429,1
4,20430,1
4,20431,1
4,20432,1
4,20433,1
4,20434,1
4,20435,1
4,20436,1
4,20437,1
4,20438,1
4,20439,1
4,20440,1
4,20441,1
4,20442,1
4,20446,1
4,20447,1
4,20448,1
4,20449,1
4,20450,1
4,20451,1
4,20452,1
4,20455,1
4,20456,1
4,20458,1
4,20459,1
4,20460,1
4,20461,1
4,20462,1
4,20463,1
4,20464,1
4,20465,1
4,20466,1
4,20467,1
4,20468,1
4,20470,1
4,20490,1
4,20491,1
4,20492,1
4,20495,1
4,20496,1
4,20497,1
4,20498,1
4,20499,1
4,20500,1
4,20502,1
4,20504,1
4,20506,1
4,20507,1
4,20508,1
4,20509,1
4,20510,1
4,20511,1
4,20512,1
4,20514,1
4,20516,1
4,20737,1
4,20746,1
4,20761,1
4,20762,1
4,20763,1
4,20764,1
4,20798,1
